file_stem,file_name,full_path,relative_path,level_1_dir,level_2_dir,level_3_dir,suffix,size_mb,page_count,sample_text_len,is_scanned_suspect,detect_status,extract_status,output_json
2018（306号OA）附件8：中国华能集团有限公司风力发电场绝缘监督标准（2018版）,2018（306号OA）附件8：中国华能集团有限公司风力发电场绝缘监督标准（2018版）.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\2018（306号OA）附件8：中国华能集团有限公司风力发电场绝缘监督标准（2018版）.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\2018（306号OA）附件8：中国华能集团有限公司风力发电场绝缘监督标准（2018版）.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,2018（306号OA）附件8：中国华能集团有限公司风力发电场绝缘监督标准（2018版）.pdf,.pdf,0.62,98,6785,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\2018（306号OA）附件8：中国华能集团有限公司风力发电场绝缘监督标准（2018版）.json
DL-T 474.1-2018 绝缘电阻、吸收比和极化指数试验,DL-T 474.1-2018 绝缘电阻、吸收比和极化指数试验.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DL-T 474.1-2018 绝缘电阻、吸收比和极化指数试验.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DL-T 474.1-2018 绝缘电阻、吸收比和极化指数试验.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DL-T 474.1-2018 绝缘电阻、吸收比和极化指数试验.pdf,.pdf,2.05,9,0,True,success,,
DLT 1000.5-2021 标称电压高于1000V架空线路绝缘子使用导则 第5部分：交流系统用盘形悬式复合瓷或玻璃绝缘子,DLT 1000.5-2021 标称电压高于1000V架空线路绝缘子使用导则 第5部分：交流系统用盘形悬式复合瓷或玻璃绝缘子.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1000.5-2021 标称电压高于1000V架空线路绝缘子使用导则 第5部分：交流系统用盘形悬式复合瓷或玻璃绝缘子.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1000.5-2021 标称电压高于1000V架空线路绝缘子使用导则 第5部分：交流系统用盘形悬式复合瓷或玻璃绝缘子.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1000.5-2021 标称电压高于1000V架空线路绝缘子使用导则 第5部分：交流系统用盘形悬式复合瓷或玻璃绝缘子.pdf,.pdf,2.68,14,118,True,success,,
DLT 1054-2021 高压电气设备绝缘技术监督规程,DLT 1054-2021 高压电气设备绝缘技术监督规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1054-2021 高压电气设备绝缘技术监督规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1054-2021 高压电气设备绝缘技术监督规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1054-2021 高压电气设备绝缘技术监督规程.pdf,.pdf,24.9,27,67,True,success,,
DLT 1081-2008 12kV～40.5kV户外高压开关运行规程,DLT 1081-2008 12kV～40.5kV户外高压开关运行规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1081-2008 12kV～40.5kV户外高压开关运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1081-2008 12kV～40.5kV户外高压开关运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1081-2008 12kV～40.5kV户外高压开关运行规程.pdf,.pdf,4.16,16,0,True,success,,
DLT 1102-2021 配电变压器运行规程,DLT 1102-2021 配电变压器运行规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1102-2021 配电变压器运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1102-2021 配电变压器运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1102-2021 配电变压器运行规程.pdf,.pdf,7.45,28,118,True,success,,
DLT 1244-2021交、直流系统用高压绝缘子人工覆冰闪络试验方法,DLT 1244-2021交、直流系统用高压绝缘子人工覆冰闪络试验方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1244-2021交、直流系统用高压绝缘子人工覆冰闪络试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1244-2021交、直流系统用高压绝缘子人工覆冰闪络试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1244-2021交、直流系统用高压绝缘子人工覆冰闪络试验方法.pdf,.pdf,3.19,13,0,True,success,,
DLT 1250-2013 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则,DLT 1250-2013 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1250-2013 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1250-2013 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1250-2013 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则.pdf,.pdf,4.71,20,0,True,success,,
DLT 1251-2013 电力用电容式电压互感器使用技术规范,DLT 1251-2013 电力用电容式电压互感器使用技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1251-2013 电力用电容式电压互感器使用技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1251-2013 电力用电容式电压互感器使用技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1251-2013 电力用电容式电压互感器使用技术规范.pdf,.pdf,6.86,26,0,True,success,,
DLT 1253-2013 电力电缆线路运行规程,DLT 1253-2013 电力电缆线路运行规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1253-2013 电力电缆线路运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1253-2013 电力电缆线路运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1253-2013 电力电缆线路运行规程.pdf,.pdf,1.38,31,0,True,success,,
DLT 1263-2013 12kV～40.5kV 电缆分接箱技术条件,DLT 1263-2013 12kV～40.5kV 电缆分接箱技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1263-2013 12kV～40.5kV 电缆分接箱技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1263-2013 12kV～40.5kV 电缆分接箱技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1263-2013 12kV～40.5kV 电缆分接箱技术条件.pdf,.pdf,1.08,13,0,True,success,,
DLT 1267-2013 组合式变压器使用技术条件,DLT 1267-2013 组合式变压器使用技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1267-2013 组合式变压器使用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1267-2013 组合式变压器使用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1267-2013 组合式变压器使用技术条件.pdf,.pdf,3.52,15,0,True,success,,
DLT 1331-2014交流变电设备不拆高压引线试验导则,DLT 1331-2014交流变电设备不拆高压引线试验导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1331-2014交流变电设备不拆高压引线试验导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1331-2014交流变电设备不拆高压引线试验导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1331-2014交流变电设备不拆高压引线试验导则.pdf,.pdf,8.3,34,0,True,success,,
DLT 1359-2014六氟化硫电气设备故障气体分析和判断方法,DLT 1359-2014六氟化硫电气设备故障气体分析和判断方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1359-2014六氟化硫电气设备故障气体分析和判断方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1359-2014六氟化硫电气设备故障气体分析和判断方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1359-2014六氟化硫电气设备故障气体分析和判断方法.pdf,.pdf,0.54,14,0,True,success,,
DLT 1367-2014架空输电线路检测技术导则,DLT 1367-2014架空输电线路检测技术导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1367-2014架空输电线路检测技术导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 1367-2014架空输电线路检测技术导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 1367-2014架空输电线路检测技术导则.pdf,.pdf,6.93,56,0,True,success,,
DLT 2209-2021架空输电线路雷电防护导则,DLT 2209-2021架空输电线路雷电防护导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2209-2021架空输电线路雷电防护导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2209-2021架空输电线路雷电防护导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2209-2021架空输电线路雷电防护导则.pdf,.pdf,13.31,44,0,True,success,,
DLT 2260-2021电力用铜铝复合母线选用导则,DLT 2260-2021电力用铜铝复合母线选用导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2260-2021电力用铜铝复合母线选用导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2260-2021电力用铜铝复合母线选用导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2260-2021电力用铜铝复合母线选用导则.pdf,.pdf,8.5,32,0,True,success,,
DLT 2387-202110kV~35kV线路柱式复合绝缘子技术规范,DLT 2387-202110kV~35kV线路柱式复合绝缘子技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2387-202110kV~35kV线路柱式复合绝缘子技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2387-202110kV~35kV线路柱式复合绝缘子技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2387-202110kV~35kV线路柱式复合绝缘子技术规范.pdf,.pdf,3.76,20,118,True,success,,
DLT 2389-2021 覆冰地区架空输电线路绝缘子选用导则,DLT 2389-2021 覆冰地区架空输电线路绝缘子选用导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2389-2021 覆冰地区架空输电线路绝缘子选用导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2389-2021 覆冰地区架空输电线路绝缘子选用导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2389-2021 覆冰地区架空输电线路绝缘子选用导则.pdf,.pdf,2.21,16,118,True,success,,
DLT 2390-2021盘形悬式瓷绝缘子零值红外检测方法,DLT 2390-2021盘形悬式瓷绝缘子零值红外检测方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2390-2021盘形悬式瓷绝缘子零值红外检测方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2390-2021盘形悬式瓷绝缘子零值红外检测方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2390-2021盘形悬式瓷绝缘子零值红外检测方法.pdf,.pdf,3.78,14,0,True,success,,
DLT 2421-2021输电线路架空地线融冰自动接线装置,DLT 2421-2021输电线路架空地线融冰自动接线装置.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2421-2021输电线路架空地线融冰自动接线装置.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2421-2021输电线路架空地线融冰自动接线装置.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2421-2021输电线路架空地线融冰自动接线装置.pdf,.pdf,1.66,19,0,True,success,,
DLT 2422-2021架空输电线路飘挂物激光清除作业技术导则,DLT 2422-2021架空输电线路飘挂物激光清除作业技术导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2422-2021架空输电线路飘挂物激光清除作业技术导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2422-2021架空输电线路飘挂物激光清除作业技术导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2422-2021架空输电线路飘挂物激光清除作业技术导则.pdf,.pdf,3.68,14,0,True,success,,
DLT 2439.1-2021 标称电压高于1000V站用支柱绝缘子使用导则 第 1 部分：支柱瓷绝缘子,DLT 2439.1-2021 标称电压高于1000V站用支柱绝缘子使用导则 第 1 部分：支柱瓷绝缘子.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2439.1-2021 标称电压高于1000V站用支柱绝缘子使用导则 第 1 部分：支柱瓷绝缘子.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2439.1-2021 标称电压高于1000V站用支柱绝缘子使用导则 第 1 部分：支柱瓷绝缘子.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2439.1-2021 标称电压高于1000V站用支柱绝缘子使用导则 第 1 部分：支柱瓷绝缘子.pdf,.pdf,4.62,21,118,True,success,,
DLT 2452-2021交、直流系统用支柱绝缘子施工、运行和维护规范,DLT 2452-2021交、直流系统用支柱绝缘子施工、运行和维护规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2452-2021交、直流系统用支柱绝缘子施工、运行和维护规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2452-2021交、直流系统用支柱绝缘子施工、运行和维护规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2452-2021交、直流系统用支柱绝缘子施工、运行和维护规范.pdf,.pdf,3.25,12,0,True,success,,
DLT 2453-2021 盘形悬式瓷绝缘子零值高压冲击检测规范,DLT 2453-2021 盘形悬式瓷绝缘子零值高压冲击检测规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2453-2021 盘形悬式瓷绝缘子零值高压冲击检测规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2453-2021 盘形悬式瓷绝缘子零值高压冲击检测规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2453-2021 盘形悬式瓷绝缘子零值高压冲击检测规范.pdf,.pdf,0.93,7,118,True,success,,
DLT 2454-2021高压交、直流系统用复合绝缘子界面特性 技术要求、试验方法和界面评价,DLT 2454-2021高压交、直流系统用复合绝缘子界面特性 技术要求、试验方法和界面评价.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2454-2021高压交、直流系统用复合绝缘子界面特性 技术要求、试验方法和界面评价.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2454-2021高压交、直流系统用复合绝缘子界面特性 技术要求、试验方法和界面评价.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2454-2021高压交、直流系统用复合绝缘子界面特性 技术要求、试验方法和界面评价.pdf,.pdf,1.53,16,0,True,success,,
DLT 2456-2021 输电电缆故障测寻技术规范,DLT 2456-2021 输电电缆故障测寻技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2456-2021 输电电缆故障测寻技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2456-2021 输电电缆故障测寻技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2456-2021 输电电缆故障测寻技术规范.pdf,.pdf,6.08,31,118,True,success,,
DLT 2457-2021 海底电缆通道监控预警系统技术规范,DLT 2457-2021 海底电缆通道监控预警系统技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2457-2021 海底电缆通道监控预警系统技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 2457-2021 海底电缆通道监控预警系统技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 2457-2021 海底电缆通道监控预警系统技术规范.pdf,.pdf,3.7,15,118,True,success,,
DLT 257-2012 高压交直流架空线路用复合绝缘子 施工、运行和维护管理规范,DLT 257-2012 高压交直流架空线路用复合绝缘子 施工、运行和维护管理规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 257-2012 高压交直流架空线路用复合绝缘子 施工、运行和维护管理规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 257-2012 高压交直流架空线路用复合绝缘子 施工、运行和维护管理规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 257-2012 高压交直流架空线路用复合绝缘子 施工、运行和维护管理规范.pdf,.pdf,1.09,14,0,True,success,,
DLT 259-2012 六氟化硫气体密度继电器校验规程,DLT 259-2012 六氟化硫气体密度继电器校验规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 259-2012 六氟化硫气体密度继电器校验规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 259-2012 六氟化硫气体密度继电器校验规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 259-2012 六氟化硫气体密度继电器校验规程.pdf,.pdf,1.54,14,0,True,success,,
DLT 265-2012 变压器有载分接开关现场试验导则,DLT 265-2012 变压器有载分接开关现场试验导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 265-2012 变压器有载分接开关现场试验导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 265-2012 变压器有载分接开关现场试验导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 265-2012 变压器有载分接开关现场试验导则.pdf,.pdf,3.52,17,103,True,success,,
DLT 272-2012 220kV～750kV油浸式电力变压器使用技术条件,DLT 272-2012 220kV～750kV油浸式电力变压器使用技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 272-2012 220kV～750kV油浸式电力变压器使用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 272-2012 220kV～750kV油浸式电力变压器使用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 272-2012 220kV～750kV油浸式电力变压器使用技术条件.pdf,.pdf,1.31,15,0,True,success,,
DLT 366-2010 串联电容器补偿装置一次设备预防性试验规程 ,DLT 366-2010 串联电容器补偿装置一次设备预防性试验规程 .pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 366-2010 串联电容器补偿装置一次设备预防性试验规程 .pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 366-2010 串联电容器补偿装置一次设备预防性试验规程 .pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 366-2010 串联电容器补偿装置一次设备预防性试验规程 .pdf,.pdf,0.77,22,94,True,success,,
DLT 393-2010_输变电设备状态检修试验规程,DLT 393-2010_输变电设备状态检修试验规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 393-2010_输变电设备状态检修试验规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 393-2010_输变电设备状态检修试验规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 393-2010_输变电设备状态检修试验规程.pdf,.pdf,5.16,64,0,True,success,,
DLT 486-2010 高压交流隔离开关和接地开关,DLT 486-2010 高压交流隔离开关和接地开关.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 486-2010 高压交流隔离开关和接地开关.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 486-2010 高压交流隔离开关和接地开关.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 486-2010 高压交流隔离开关和接地开关.pdf,.pdf,11.71,73,0,True,success,,
DLT 5293-2013 电气装置安装工程 电气设备交接试验报告统一格式,DLT 5293-2013 电气装置安装工程 电气设备交接试验报告统一格式.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 5293-2013 电气装置安装工程 电气设备交接试验报告统一格式.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 5293-2013 电气装置安装工程 电气设备交接试验报告统一格式.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 5293-2013 电气装置安装工程 电气设备交接试验报告统一格式.pdf,.pdf,3.6,147,0,True,success,,
DLT 555-2004 气体绝缘金属封闭开关设备现场耐压及绝缘试验导则,DLT 555-2004 气体绝缘金属封闭开关设备现场耐压及绝缘试验导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 555-2004 气体绝缘金属封闭开关设备现场耐压及绝缘试验导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 555-2004 气体绝缘金属封闭开关设备现场耐压及绝缘试验导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 555-2004 气体绝缘金属封闭开关设备现场耐压及绝缘试验导则.pdf,.pdf,0.21,10,5690,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 555-2004 气体绝缘金属封闭开关设备现场耐压及绝缘试验导则.json
DLT 572-2021电力变压器运行规程,DLT 572-2021电力变压器运行规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 572-2021电力变压器运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 572-2021电力变压器运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 572-2021电力变压器运行规程.pdf,.pdf,9.61,48,0,True,success,,
DLT 573-2021 电力变压器检修导则,DLT 573-2021 电力变压器检修导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 573-2021 电力变压器检修导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 573-2021 电力变压器检修导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 573-2021 电力变压器检修导则.pdf,.pdf,23.49,112,1254,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 573-2021 电力变压器检修导则.json
DLT 574-2021 电力变压器分接开关运行维修导则,DLT 574-2021 电力变压器分接开关运行维修导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 574-2021 电力变压器分接开关运行维修导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 574-2021 电力变压器分接开关运行维修导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 574-2021 电力变压器分接开关运行维修导则.pdf,.pdf,12.43,179,4813,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 574-2021 电力变压器分接开关运行维修导则.json
DLT 5840-2021电气装置安装工程 电力变压器、油浸电抗器、 互感器施工及验收规范,DLT 5840-2021电气装置安装工程 电力变压器、油浸电抗器、 互感器施工及验收规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 5840-2021电气装置安装工程 电力变压器、油浸电抗器、 互感器施工及验收规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 5840-2021电气装置安装工程 电力变压器、油浸电抗器、 互感器施工及验收规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 5840-2021电气装置安装工程 电力变压器、油浸电抗器、 互感器施工及验收规范.pdf,.pdf,12.81,72,0,True,success,,
DLT 5841-2021电气装置安装工程 母线装置施工及验收规范,DLT 5841-2021电气装置安装工程 母线装置施工及验收规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 5841-2021电气装置安装工程 母线装置施工及验收规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 5841-2021电气装置安装工程 母线装置施工及验收规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 5841-2021电气装置安装工程 母线装置施工及验收规范.pdf,.pdf,14.25,80,0,True,success,,
