file_stem,file_name,full_path,relative_path,level_1_dir,level_2_dir,level_3_dir,suffix,size_mb,page_count,sample_text_len,is_scanned_suspect,detect_status,extract_status,output_json
JBT 8831-2001       工业闭式齿轮的润滑油选用方法（现行）,JBT 8831-2001       工业闭式齿轮的润滑油选用方法（现行）.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\JBT 8831-2001       工业闭式齿轮的润滑油选用方法（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\JBT 8831-2001       工业闭式齿轮的润滑油选用方法（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,JBT 8831-2001       工业闭式齿轮的润滑油选用方法（现行）.pdf,.pdf,0.26,20,5354,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\JBT 8831-2001 工业闭式齿轮的润滑油选用方法（现行）.json
NB SH T 0521-2010 乙二醇型和丙二醇型发动机冷却液,NB SH T 0521-2010 乙二醇型和丙二醇型发动机冷却液.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB SH T 0521-2010 乙二醇型和丙二醇型发动机冷却液.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB SH T 0521-2010 乙二醇型和丙二醇型发动机冷却液.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NB SH T 0521-2010 乙二醇型和丙二醇型发动机冷却液.pdf,.pdf,4.39,14,43,True,success,,
NB SH T 0586-2010 工业闭式齿轮油换油指标,NB SH T 0586-2010 工业闭式齿轮油换油指标.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB SH T 0586-2010 工业闭式齿轮油换油指标.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB SH T 0586-2010 工业闭式齿轮油换油指标.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NB SH T 0586-2010 工业闭式齿轮油换油指标.pdf,.pdf,2.38,5,0,True,success,,
NB SH T 0599-2013 L-HM液压油换油指标,NB SH T 0599-2013 L-HM液压油换油指标.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB SH T 0599-2013 L-HM液压油换油指标.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB SH T 0599-2013 L-HM液压油换油指标.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NB SH T 0599-2013 L-HM液压油换油指标.pdf,.pdf,2.35,5,0,True,success,,
NBSHT 6027-2021润滑脂分油的测定 压力过滤法,NBSHT 6027-2021润滑脂分油的测定 压力过滤法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NBSHT 6027-2021润滑脂分油的测定 压力过滤法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NBSHT 6027-2021润滑脂分油的测定 压力过滤法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NBSHT 6027-2021润滑脂分油的测定 压力过滤法.pdf,.pdf,4.99,10,2094,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NBSHT 6027-2021润滑脂分油的测定 压力过滤法.json
NBT 31045-2013 风电场运行指标与评价导则,NBT 31045-2013 风电场运行指标与评价导则.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NBT 31045-2013 风电场运行指标与评价导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NBT 31045-2013 风电场运行指标与评价导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NBT 31045-2013 风电场运行指标与评价导则.PDF,.pdf,0.56,16,0,True,success,,
NB_SH_T 0164-2019 石油及相关产品包装、储运及交货验收规则,NB_SH_T 0164-2019 石油及相关产品包装、储运及交货验收规则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB_SH_T 0164-2019 石油及相关产品包装、储运及交货验收规则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB_SH_T 0164-2019 石油及相关产品包装、储运及交货验收规则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NB_SH_T 0164-2019 石油及相关产品包装、储运及交货验收规则.pdf,.pdf,12.46,22,0,True,success,,
NB_SH_T 0973-2018 风力发电机组主齿轮箱润滑油换油指标,NB_SH_T 0973-2018 风力发电机组主齿轮箱润滑油换油指标.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB_SH_T 0973-2018 风力发电机组主齿轮箱润滑油换油指标.PDF,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB_SH_T 0973-2018 风力发电机组主齿轮箱润滑油换油指标.PDF,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NB_SH_T 0973-2018 风力发电机组主齿轮箱润滑油换油指标.PDF,.pdf,1.73,5,0,True,success,,
NB_T 10562-2021风力发电场化学技术监督规程,NB_T 10562-2021风力发电场化学技术监督规程.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB_T 10562-2021风力发电场化学技术监督规程.PDF,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB_T 10562-2021风力发电场化学技术监督规程.PDF,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NB_T 10562-2021风力发电场化学技术监督规程.PDF,.pdf,1.09,15,0,True,success,,
NB_T 31130-2018 风力发电场设备润滑技术监督规程,NB_T 31130-2018 风力发电场设备润滑技术监督规程.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB_T 31130-2018 风力发电场设备润滑技术监督规程.PDF,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\NB_T 31130-2018 风力发电场设备润滑技术监督规程.PDF,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,NB_T 31130-2018 风力发电场设备润滑技术监督规程.PDF,.pdf,0.36,7,0,True,success,,
SH 0537-1993 极压膨润土润滑脂（现行）,SH 0537-1993 极压膨润土润滑脂（现行）.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SH 0537-1993 极压膨润土润滑脂（现行）.PDF,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SH 0537-1993 极压膨润土润滑脂（现行）.PDF,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,SH 0537-1993 极压膨润土润滑脂（现行）.PDF,.pdf,0.07,4,0,True,success,,
SHT 0476-1992 L-HL  液压油换油指标（现行）,SHT 0476-1992 L-HL  液压油换油指标（现行）.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0476-1992 L-HL  液压油换油指标（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0476-1992 L-HL  液压油换油指标（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,SHT 0476-1992 L-HL  液压油换油指标（现行）.pdf,.pdf,0.05,3,1262,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0476-1992 L-HL 液压油换油指标（现行）.json
SHT 0535-1993 极压复合锂基润滑脂（现行）,SHT 0535-1993 极压复合锂基润滑脂（现行）.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0535-1993 极压复合锂基润滑脂（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0535-1993 极压复合锂基润滑脂（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,SHT 0535-1993 极压复合锂基润滑脂（现行）.pdf,.pdf,0.07,3,1910,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0535-1993 极压复合锂基润滑脂（现行）.json
SHT 0587-1994 二硫化钼极压锂基润滑脂（现行）,SHT 0587-1994 二硫化钼极压锂基润滑脂（现行）.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0587-1994 二硫化钼极压锂基润滑脂（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0587-1994 二硫化钼极压锂基润滑脂（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,SHT 0587-1994 二硫化钼极压锂基润滑脂（现行）.pdf,.pdf,0.05,2,1251,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0587-1994 二硫化钼极压锂基润滑脂（现行）.json
SHT 0621-1995 发动机冷却液氯含量测定法（现行）,SHT 0621-1995 发动机冷却液氯含量测定法（现行）.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0621-1995 发动机冷却液氯含量测定法（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0621-1995 发动机冷却液氯含量测定法（现行）.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,SHT 0621-1995 发动机冷却液氯含量测定法（现行）.pdf,.pdf,0.12,4,3254,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\SHT 0621-1995 发动机冷却液氯含量测定法（现行）.json
TCEC 424-2020六氟化硫充气设备湿度超标现场处理工作规程,TCEC 424-2020六氟化硫充气设备湿度超标现场处理工作规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\TCEC 424-2020六氟化硫充气设备湿度超标现场处理工作规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\TCEC 424-2020六氟化硫充气设备湿度超标现场处理工作规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,TCEC 424-2020六氟化硫充气设备湿度超标现场处理工作规程.pdf,.pdf,2.26,9,0,True,success,,
TCEC 671-2022变压器油中溶解气体在线监测装置现场校验方法,TCEC 671-2022变压器油中溶解气体在线监测装置现场校验方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\TCEC 671-2022变压器油中溶解气体在线监测装置现场校验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\6-风电化学监督标准\TCEC 671-2022变压器油中溶解气体在线监测装置现场校验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,6-风电化学监督标准,TCEC 671-2022变压器油中溶解气体在线监测装置现场校验方法.pdf,.pdf,4.34,17,0,True,success,,
108 DLT 516-2017 电力调度自动化运行管理规程,108 DLT 516-2017 电力调度自动化运行管理规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\108 DLT 516-2017 电力调度自动化运行管理规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\108 DLT 516-2017 电力调度自动化运行管理规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,1.12,22,0,True,success,,
109 DLT 550-2014 地区电网调度控制系统技术规范,109 DLT 550-2014 地区电网调度控制系统技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\109 DLT 550-2014 地区电网调度控制系统技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\109 DLT 550-2014 地区电网调度控制系统技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,1.17,15,0,True,success,,
110 DLT 634.56-2010 远动设备及系统 第5-6部分： IEC 60870-5配套标准 一致性测试导则,110 DLT 634.56-2010 远动设备及系统 第5-6部分： IEC 60870-5配套标准 一致性测试导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\110 DLT 634.56-2010 远动设备及系统 第5-6部分： IEC 60870-5配套标准 一致性测试导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\110 DLT 634.56-2010 远动设备及系统 第5-6部分： IEC 60870-5配套标准 一致性测试导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.72,17,94,True,success,,
112 DLT 634.5104-2009 远动设备及系统 第5-104部分：传输规约 采用标准传输规约集的IEC 60870-5-101网络访问,112 DLT 634.5104-2009 远动设备及系统 第5-104部分：传输规约 采用标准传输规约集的IEC 60870-5-101网络访问.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\112 DLT 634.5104-2009 远动设备及系统 第5-104部分：传输规约 采用标准传输规约集的IEC 60870-5-101网络访问.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\112 DLT 634.5104-2009 远动设备及系统 第5-104部分：传输规约 采用标准传输规约集的IEC 60870-5-101网络访问.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,4.44,52,50,True,success,,
113 DLT 634.5601-2016远动设备及系统 第5-601部分DLT 634.5101配套标准一致性测试用例,113 DLT 634.5601-2016远动设备及系统 第5-601部分DLT 634.5101配套标准一致性测试用例.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\113 DLT 634.5601-2016远动设备及系统 第5-601部分DLT 634.5101配套标准一致性测试用例.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\113 DLT 634.5601-2016远动设备及系统 第5-601部分DLT 634.5101配套标准一致性测试用例.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,6.89,74,0,True,success,,
114 DLT 666-2012 风力发电场运行规程,114 DLT 666-2012 风力发电场运行规程.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\114 DLT 666-2012 风力发电场运行规程.PDF,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\114 DLT 666-2012 风力发电场运行规程.PDF,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.68,14,0,True,success,,
115 DLT 797-2012 风力发电场检修规程,115 DLT 797-2012 风力发电场检修规程.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\115 DLT 797-2012 风力发电场检修规程.PDF,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\115 DLT 797-2012 风力发电场检修规程.PDF,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.74,16,0,True,success,,
116 DLT 1051-2019 电力技术监督导则,116 DLT 1051-2019 电力技术监督导则.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\116 DLT 1051-2019 电力技术监督导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\116 DLT 1051-2019 电力技术监督导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.37,7,0,True,success,,
117 DLT 1404-2015变电站监控系统防止电气误操作技术规范,117 DLT 1404-2015变电站监控系统防止电气误操作技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\117 DLT 1404-2015变电站监控系统防止电气误操作技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\117 DLT 1404-2015变电站监控系统防止电气误操作技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,1.15,13,0,True,success,,
118 DLT 1455-2015 电力系统控制类软件安全性及其测评技术要求,118 DLT 1455-2015 电力系统控制类软件安全性及其测评技术要求.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\118 DLT 1455-2015 电力系统控制类软件安全性及其测评技术要求.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\118 DLT 1455-2015 电力系统控制类软件安全性及其测评技术要求.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,1.6,20,36,True,success,,
119 DLT 1597-2016 电力行业数据灾备系统存储监控技术规范,119 DLT 1597-2016 电力行业数据灾备系统存储监控技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\119 DLT 1597-2016 电力行业数据灾备系统存储监控技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\119 DLT 1597-2016 电力行业数据灾备系统存储监控技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,6.43,20,36,True,success,,
120 DLT 1379-2014 电力调度数据网设备测试规范,120 DLT 1379-2014 电力调度数据网设备测试规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\120 DLT 1379-2014 电力调度数据网设备测试规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\120 DLT 1379-2014 电力调度数据网设备测试规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,9.56,96,0,True,success,,
121 DL_T 2177-2020厂站监控系统图形界面规范,121 DL_T 2177-2020厂站监控系统图形界面规范.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\121 DL_T 2177-2020厂站监控系统图形界面规范.PDF,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\121 DL_T 2177-2020厂站监控系统图形界面规范.PDF,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,4.47,19,0,True,success,,
125 DLT 5002-2005 地区电网调度自动化设计技术规程,125 DLT 5002-2005 地区电网调度自动化设计技术规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\125 DLT 5002-2005 地区电网调度自动化设计技术规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\125 DLT 5002-2005 地区电网调度自动化设计技术规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,1.0,37,73,True,success,,
126 DLT 5003-2017 电力系统调度自动化设计规程,126 DLT 5003-2017 电力系统调度自动化设计规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\126 DLT 5003-2017 电力系统调度自动化设计规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\126 DLT 5003-2017 电力系统调度自动化设计规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,3.62,79,1750,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\126 DLT 5003-2017 电力系统调度自动化设计规程.json
127 DLT 5191-2004_风力发电场项目建设工程验收规程,127 DLT 5191-2004_风力发电场项目建设工程验收规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\127 DLT 5191-2004_风力发电场项目建设工程验收规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\127 DLT 5191-2004_风力发电场项目建设工程验收规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,1.08,59,2476,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\127 DLT 5191-2004_风力发电场项目建设工程验收规程.json
130 DLT 5383-2007 风力发电场设计技术规范,130 DLT 5383-2007 风力发电场设计技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\130 DLT 5383-2007 风力发电场设计技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\130 DLT 5383-2007 风力发电场设计技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.12,6,5557,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\130 DLT 5383-2007 风力发电场设计技术规范.json
132 JBT 10425.1-2004 风力发电机组 偏航系统 第1部分：技术条件,132 JBT 10425.1-2004 风力发电机组 偏航系统 第1部分：技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\132 JBT 10425.1-2004 风力发电机组 偏航系统 第1部分：技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\132 JBT 10425.1-2004 风力发电机组 偏航系统 第1部分：技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.22,8,3487,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\132 JBT 10425.1-2004 风力发电机组 偏航系统 第1部分：技术条件.json
133 JBT 10425.2-2004 风力发电机组 偏航系统 第2部分：试验方法,133 JBT 10425.2-2004 风力发电机组 偏航系统 第2部分：试验方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\133 JBT 10425.2-2004 风力发电机组 偏航系统 第2部分：试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\133 JBT 10425.2-2004 风力发电机组 偏航系统 第2部分：试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.33,11,0,True,success,,
134 国家发展与改革委员会令2014年14号 电力监控系统安全防护规定,134 国家发展与改革委员会令2014年14号 电力监控系统安全防护规定.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\134 国家发展与改革委员会令2014年14号 电力监控系统安全防护规定.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\134 国家发展与改革委员会令2014年14号 电力监控系统安全防护规定.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.25,7,2396,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\134 国家发展与改革委员会令2014年14号 电力监控系统安全防护规定.json
135 电监安全〔2006〕34号 电力二次系统安全防护总体方案及发电厂二次系统安全防护总体方案,135 电监安全〔2006〕34号 电力二次系统安全防护总体方案及发电厂二次系统安全防护总体方案.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\135 电监安全〔2006〕34号 电力二次系统安全防护总体方案及发电厂二次系统安全防护总体方案.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\135 电监安全〔2006〕34号 电力二次系统安全防护总体方案及发电厂二次系统安全防护总体方案.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,1.42,107,1294,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\135 电监安全〔2006〕34号 电力二次系统安全防护总体方案及发电厂二次系统安全防护总体方案.json
136 国能安全[2014]161号  防止电力生产事故的二十五项重点要求,136 国能安全[2014]161号  防止电力生产事故的二十五项重点要求.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\136 国能安全[2014]161号  防止电力生产事故的二十五项重点要求.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\136 国能安全[2014]161号  防止电力生产事故的二十五项重点要求.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,4.61,162,0,True,success,,
Q／ HN—1—0000.08.012 — 2014  扉页,Q／ HN—1—0000.08.012 — 2014  扉页.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\137 QHN-1-0000.08.012-2014风力发电场运行导则\Q／ HN—1—0000.08.012 — 2014  扉页.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\137 QHN-1-0000.08.012-2014风力发电场运行导则\Q／ HN—1—0000.08.012 — 2014  扉页.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.08,1,202,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\137 QHN-1-0000.08.012-2014风力发电场运行导则\Q／ HN—1—0000.08.012 — 2014 扉页.json
Q／ HN—1—0000.08.012 — 2014  正文,Q／ HN—1—0000.08.012 — 2014  正文.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\137 QHN-1-0000.08.012-2014风力发电场运行导则\Q／ HN—1—0000.08.012 — 2014  正文.pdf,中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\137 QHN-1-0000.08.012-2014风力发电场运行导则\Q／ HN—1—0000.08.012 — 2014  正文.pdf,中国华能集团有限公司2025年度风电技术监督用标准,7-风电监控自动化监督标准,其他标准,.pdf,0.42,41,9472,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\7-风电监控自动化监督标准\其他标准\137 QHN-1-0000.08.012-2014风力发电场运行导则\Q／ HN—1—0000.08.012 — 2014 正文.json
